sales_id,product_id,sale_date,quantity_sold,sale_price_per_unit,customer_id,sales_region_id,salesperson_id
S000113,P06770,2022-07-19,140,559.77,C00113,R113,SP0113
S000114,P07073,2022-06-25,433,583.87,C00114,R114,SP0114
S000115,P22641,2022-02-22,73,521.56,C00115,R115,SP0115
S000116,P31582,2023-03-21,118,771.7,C00116,R116,SP0116
S000117,P26312,2022-11-23,344,553.21,C00117,R117,SP0117
S000118,P06868,2023-05-15,471,746.85,C00118,R118,SP0118
S000119,P15218,2023-11-22,314,805.73,C00119,R119,SP0119
S000120,P09974,2022-02-12,392,933.07,C00120,R120,SP0120
S000121,P04720,2023-09-23,468,753.29,C00121,R121,SP0121
S000122,P15151,2023-08-13,370,873.64,C00122,R122,SP0122
S000123,P16278,2022-08-02,164,756.47,C00123,R123,SP0123
S000124,P33315,2023-03-12,363,946.13,C00124,R124,SP0124
S000125,P01495,2022-05-30,197,528.95,C00125,R125,SP0125
S000126,P13003,2023-10-24,454,719.46,C00126,R126,SP0126
S000127,P02315,2023-07-04,345,814.25,C00127,R127,SP0127
S000128,P14052,2023-06-23,391,703.83,C00128,R128,SP0128
S000129,P20072,2023-01-18,51,876.61,C00129,R129,SP0129
S000130,P05386,2022-03-07,173,797.53,C00130,R130,SP0130
S000131,P05752,2022-12-05,254,602.13,C00131,R131,SP0131
S000132,P15533,2023-01-05,333,613.42,C00132,R132,SP0132
S000133,P00853,2023-09-23,281,913.52,C00133,R133,SP0133
S000134,P27487,2022-08-24,67,988.86,C00134,R134,SP0134
S000135,P31184,2023-11-03,248,823.83,C00135,R135,SP0135
S000136,P22511,2022-06-09,233,585.24,C00136,R136,SP0136
S000137,P18174,2022-08-20,70,813.19,C00137,R137,SP0137
S000138,P08283,2023-12-27,222,690.77,C00138,R138,SP0138
S000139,P14152,2023-12-09,412,888.62,C00139,R139,SP0139
S000140,P14675,2023-10-06,430,863.81,C00140,R140,SP0140
S000141,P16055,2023-12-03,293,720.4,C00141,R141,SP0141
S000142,P20743,2023-09-19,238,693.34,C00142,R142,SP0142
S000143,P22147,2023-06-25,447,579.18,C00143,R143,SP0143
S000144,P24425,2022-09-07,124,507.21,C00144,R144,SP0144
S000145,P05037,2022-02-19,40,714.75,C00145,R145,SP0145
S000146,P07187,2022-06-01,328,508.82,C00146,R146,SP0146
S000147,P20906,2023-09-14,347,642.38,C00147,R147,SP0147
S000148,P22591,2022-03-10,93,768.64,C00148,R148,SP0148
S000149,P09527,2023-10-03,95,616.77,C00149,R149,SP0149
S000150,P05530,2022-02-28,298,746.75,C00150,R150,SP0150
S000151,P22757,2023-11-19,124,826.85,C00151,R151,SP0151
S000152,P24082,2022-10-30,124,611.32,C00152,R152,SP0152
S000153,P15549,2023-04-24,440,709.76,C00153,R153,SP0153
S000154,P01897,2023-02-11,249,745.56,C00154,R154,SP0154
S000155,P34970,2022-09-17,386,811.09,C00155,R155,SP0155
S000156,P02591,2023-02-17,431,992.93,C00156,R156,SP0156
S000157,P22248,2023-03-31,302,765.76,C00157,R157,SP0157
S000158,P21688,2022-11-11,118,779.99,C00158,R158,SP0158
S000159,P25267,2023-06-23,486,764.31,C00159,R159,SP0159
S000160,P25689,2022-02-23,137,893.88,C00160,R160,SP0160
S000161,P29115,2024-01-16,491,748.14,C00161,R161,SP0161
S000162,P14155,2023-11-17,42,651.93,C00162,R162,SP0162
S000163,P11000,2023-05-13,113,555.32,C00163,R163,SP0163
S000164,P33579,2022-03-10,385,625.44,C00164,R164,SP0164
S000165,P24730,2022-05-08,392,805.9,C00165,R165,SP0165
S000166,P22106,2022-07-11,40,711.59,C00166,R166,SP0166
S000167,P12255,2023-11-11,225,843.54,C00167,R167,SP0167
S000168,P34643,2022-06-09,329,960.76,C00168,R168,SP0168
S000169,P14977,2022-09-08,107,716.13,C00169,R169,SP0169
S000170,P18840,2023-03-10,253,864.51,C00170,R170,SP0170
S000171,P19413,2023-10-10,347,729.61,C00171,R171,SP0171
S000172,P02792,2023-08-28,320,575.06,C00172,R172,SP0172
S000173,P15757,2023-09-13,422,575.6,C00173,R173,SP0173
S000174,P34247,2023-02-27,183,878.66,C00174,R174,SP0174
S000175,P11657,2023-04-28,237,841.2,C00175,R175,SP0175
S000176,P01544,2023-07-08,359,541.8,C00176,R176,SP0176
S000177,P30699,2022-02-17,77,835.85,C00177,R177,SP0177
S000178,P33698,2022-09-03,42,947.01,C00178,R178,SP0178
S000179,P34652,2022-06-12,361,611.09,C00179,R179,SP0179
S000180,P22099,2023-08-08,435,980.49,C00180,R180,SP0180
S000181,P23873,2022-07-08,187,685.19,C00181,R181,SP0181
S000182,P05684,2022-10-16,441,657.46,C00182,R182,SP0182
S000183,P21820,2022-03-26,180,567.75,C00183,R183,SP0183
S000184,P10953,2022-06-14,285,655.97,C00184,R184,SP0184
S000185,P22845,2022-03-28,465,791.58,C00185,R185,SP0185
S000186,P04086,2023-03-08,112,839.55,C00186,R186,SP0186
S000187,P14850,2023-03-12,102,840.67,C00187,R187,SP0187
S000188,P33160,2022-12-15,394,696.99,C00188,R188,SP0188
S000189,P13213,2022-07-29,26,609.79,C00189,R189,SP0189
S000190,P11736,2022-05-21,428,615.64,C00190,R190,SP0190
S000191,P24009,2022-03-06,469,895.95,C00191,R191,SP0191
S000192,P01656,2023-01-12,109,907.73,C00192,R192,SP0192
S000193,P21016,2022-10-10,326,522.62,C00193,R193,SP0193
S000194,P26323,2023-06-03,214,831.03,C00194,R194,SP0194
S000195,P08896,2022-01-27,357,591.76,C00195,R195,SP0195
S000196,P06042,2023-12-25,76,717.77,C00196,R196,SP0196
S000197,P26381,2022-04-02,420,919.58,C00197,R197,SP0197
S000198,P22000,2023-09-24,230,528.18,C00198,R198,SP0198
S000199,P30377,2023-08-08,182,515.6,C00199,R199,SP0199
S000200,P27045,2023-12-20,387,740.6,C00200,R200,SP0200
S000201,P04924,2022-09-04,48,736.03,C00201,R201,SP0201
S000202,P32692,2022-03-10,418,601.75,C00202,R202,SP0202
S000203,P23436,2023-04-19,328,698.45,C00203,R203,SP0203
S000204,P34916,2024-01-08,21,653.93,C00204,R204,SP0204
S000205,P32367,2022-03-29,94,924.22,C00205,R205,SP0205
S000206,P16604,2023-04-02,242,839.51,C00206,R206,SP0206
S000207,P33550,2022-02-20,181,764.89,C00207,R207,SP0207
S000208,P22646,2023-04-26,56,506.97,C00208,R208,SP0208
S000209,P34104,2023-11-27,70,856.99,C00209,R209,SP0209
S000210,P11606,2023-01-03,121,572.36,C00210,R210,SP0210
S000211,P06041,2023-01-23,162,517.94,C00211,R211,SP0211
S000212,P20466,2022-12-09,121,563.52,C00212,R212,SP0212
S000213,P08210,2023-01-20,163,894.08,C00213,R213,SP0213
S000214,P22747,2022-09-16,376,602.3,C00214,R214,SP0214
S000215,P30226,2024-01-07,360,847.31,C00215,R215,SP0215
S000216,P17918,2022-09-02,93,519.9,C00216,R216,SP0216
S000217,P05497,2023-08-09,38,554.44,C00217,R217,SP0217
S000218,P33112,2024-01-04,294,779.03,C00218,R218,SP0218
S000219,P14989,2023-11-07,315,636.35,C00219,R219,SP0219
S000220,P23996,2022-11-26,216,757.19,C00220,R220,SP0220
S000221,P16362,2023-08-23,82,630.23,C00221,R221,SP0221
S000222,P33758,2023-12-09,164,733.74,C00222,R222,SP0222
S000223,P03091,2023-09-16,238,915.3,C00223,R223,SP0223
S000224,P14500,2022-05-04,401,714.96,C00224,R224,SP0224
S000225,P03240,2023-07-17,200,869.24,C00225,R225,SP0225
S000226,P08299,2022-06-03,187,588.48,C00226,R226,SP0226
S000227,P03795,2023-09-10,291,936.3,C00227,R227,SP0227
S000228,P04173,2024-01-10,207,531.05,C00228,R228,SP0228
S000229,P19670,2022-02-15,414,832.31,C00229,R229,SP0229
S000230,P07779,2023-05-07,298,727.66,C00230,R230,SP0230
S000231,P29369,2023-10-14,147,924.43,C00231,R231,SP0231
S000232,P20043,2023-09-03,192,579.24,C00232,R232,SP0232
S000233,P27872,2023-10-31,103,693.47,C00233,R233,SP0233
S000234,P04143,2022-10-26,335,572.73,C00234,R234,SP0234
S000235,P13354,2023-07-28,430,788.49,C00235,R235,SP0235
S000236,P20878,2023-05-30,12,685.59,C00236,R236,SP0236
S000237,P09360,2023-01-28,324,656.4,C00237,R237,SP0237
S000238,P30093,2022-12-04,76,564.5,C00238,R238,SP0238
S000239,P18087,2022-07-18,88,616.78,C00239,R239,SP0239
S000240,P23719,2022-07-25,473,602.54,C00240,R240,SP0240
S000241,P03957,2022-12-28,384,733.19,C00241,R241,SP0241
S000242,P22092,2023-05-16,446,692.6,C00242,R242,SP0242
S000243,P07568,2023-07-16,355,607.79,C00243,R243,SP0243
S000244,P32938,2023-09-23,140,517.41,C00244,R244,SP0244
S000245,P27093,2023-03-21,4,920.25,C00245,R245,SP0245
S000246,P00725,2022-08-03,182,719.52,C00246,R246,SP0246
S000247,P19122,2022-05-15,255,799.73,C00247,R247,SP0247
S000248,P11505,2023-05-31,470,972.38,C00248,R248,SP0248
S000249,P14726,2023-09-13,273,642.9,C00249,R249,SP0249
S000250,P18395,2023-04-15,450,694.14,C00250,R250,SP0250
S000251,P19994,2022-04-20,42,929.74,C00251,R251,SP0251
S000252,P14721,2023-10-24,137,550.09,C00252,R252,SP0252
S000253,P09060,2022-11-30,183,804.38,C00253,R253,SP0253
S000254,P20635,2023-09-04,49,812.59,C00254,R254,SP0254
S000255,P19213,2023-12-31,346,855.9,C00255,R255,SP0255
S000256,P28382,2022-10-21,394,885.43,C00256,R256,SP0256
S000257,P24842,2022-07-21,270,725.6,C00257,R257,SP0257
S000258,P08418,2022-05-07,186,877.97,C00258,R258,SP0258
S000259,P33928,2023-10-09,217,675.43,C00259,R259,SP0259
S000260,P16887,2022-01-30,364,612.8,C00260,R260,SP0260
S000261,P31627,2023-11-11,126,898.21,C00261,R261,SP0261
S000262,P14894,2023-01-08,145,595.63,C00262,R262,SP0262
S000263,P16096,2023-12-25,271,625.56,C00263,R263,SP0263
S000264,P15082,2022-04-25,200,787.61,C00264,R264,SP0264
S000265,P24924,2023-05-01,484,613.39,C00265,R265,SP0265
S000266,P22339,2022-02-11,190,891.31,C00266,R266,SP0266
S000267,P18394,2022-09-25,388,692.91,C00267,R267,SP0267
S000268,P18841,2022-07-02,216,558.55,C00268,R268,SP0268
S000269,P04377,2023-03-13,96,867.9,C00269,R269,SP0269
S000270,P30248,2023-06-30,232,777.06,C00270,R270,SP0270
S000271,P03143,2022-12-24,329,778.93,C00271,R271,SP0271
S000272,P06752,2023-11-12,202,960.08,C00272,R272,SP0272
S000273,P25302,2022-04-06,75,586.34,C00273,R273,SP0273
S000274,P21192,2023-07-30,115,506.88,C00274,R274,SP0274
S000275,P03327,2022-08-30,74,842.51,C00275,R275,SP0275
S000276,P22101,2022-06-24,9,800.79,C00276,R276,SP0276
S000277,P19075,2023-05-22,416,610.51,C00277,R277,SP0277
S000278,P29087,2022-06-16,109,549.88,C00278,R278,SP0278
S000279,P03176,2022-04-27,106,518.78,C00279,R279,SP0279
S000280,P19133,2023-12-02,142,833.24,C00280,R280,SP0280
S000281,P03028,2023-05-28,428,629.61,C00281,R281,SP0281
S000282,P16238,2023-02-11,57,713.62,C00282,R282,SP0282
S000283,P02566,2023-09-22,82,619.04,C00283,R283,SP0283
S000284,P33506,2023-01-04,497,842.38,C00284,R284,SP0284
S000285,P14032,2022-02-21,412,747.48,C00285,R285,SP0285
S000286,P24437,2023-07-10,430,752.22,C00286,R286,SP0286
S000287,P08847,2023-07-18,304,928.61,C00287,R287,SP0287
S000288,P11206,2023-04-22,49,502.28,C00288,R288,SP0288
S000289,P14167,2022-04-06,126,637.24,C00289,R289,SP0289
S000290,P11078,2022-07-13,386,686.28,C00290,R290,SP0290
S000291,P11104,2023-04-19,463,580.56,C00291,R291,SP0291
S000292,P31699,2023-07-31,47,719.67,C00292,R292,SP0292
S000293,P02059,2022-12-11,389,605.58,C00293,R293,SP0293
S000294,P22577,2022-07-28,182,815.89,C00294,R294,SP0294
S000295,P14010,2023-07-22,105,524.76,C00295,R295,SP0295
S000296,P04970,2022-01-28,327,566.42,C00296,R296,SP0296
S000297,P17146,2022-12-14,129,879.82,C00297,R297,SP0297
S000298,P08293,2022-07-17,479,534.34,C00298,R298,SP0298
S000299,P17129,2022-08-12,8,631.13,C00299,R299,SP0299
S000300,P23354,2023-10-16,424,656.38,C00300,R300,SP0300
S000301,P16170,2022-07-03,335,642.16,C00301,R301,SP0301
S000302,P13058,2022-12-21,8,770.79,C00302,R302,SP0302
S000303,P30338,2022-09-07,86,796.83,C00303,R303,SP0303
S000304,P10907,2023-02-23,40,505.21,C00304,R304,SP0304
S000305,P06066,2022-03-29,289,581.72,C00305,R305,SP0305
S000306,P02097,2023-10-13,322,927.77,C00306,R306,SP0306
S000307,P14525,2023-06-07,494,997.9,C00307,R307,SP0307
S000308,P34284,2023-08-13,306,879.62,C00308,R308,SP0308
S000309,P18424,2022-04-27,158,502.34,C00309,R309,SP0309
S000310,P04307,2022-02-06,260,667.1,C00310,R310,SP0310
S000311,P33884,2023-04-11,250,947.65,C00311,R311,SP0311
S000312,P30109,2023-03-12,402,900.29,C00312,R312,SP0312
S000313,P08147,2022-02-26,107,597.73,C00313,R313,SP0313
S000314,P19914,2023-01-03,109,630.99,C00314,R314,SP0314
S000315,P12056,2023-05-06,133,927.92,C00315,R315,SP0315
S000316,P08536,2023-05-17,319,513.02,C00316,R316,SP0316
S000317,P26915,2023-08-07,148,529.15,C00317,R317,SP0317
S000318,P11317,2022-11-05,202,855.59,C00318,R318,SP0318
S000319,P00120,2022-06-15,490,875.13,C00319,R319,SP0319
S000320,P19794,2023-03-11,119,558.63,C00320,R320,SP0320
S000321,P30139,2023-09-11,303,586.13,C00321,R321,SP0321
S000322,P02701,2022-03-13,116,658.59,C00322,R322,SP0322
S000323,P00805,2022-03-01,313,573.07,C00323,R323,SP0323
S000324,P11209,2023-06-20,364,635.63,C00324,R324,SP0324
S000325,P33069,2022-02-26,29,560.65,C00325,R325,SP0325
S000326,P26026,2023-04-24,434,815.07,C00326,R326,SP0326
S000327,P01632,2022-07-17,102,876.56,C00327,R327,SP0327
S000328,P16264,2023-02-05,128,881.91,C00328,R328,SP0328
S000329,P00332,2023-11-29,494,608.03,C00329,R329,SP0329
S000330,P04427,2022-07-04,440,891.32,C00330,R330,SP0330
S000331,P00578,2022-11-30,228,862.57,C00331,R331,SP0331
S000332,P30562,2023-09-22,356,694.25,C00332,R332,SP0332
S000333,P31380,2023-12-01,58,829.83,C00333,R333,SP0333
S000334,P05682,2022-05-02,406,763.64,C00334,R334,SP0334
S000335,P03955,2023-08-29,297,658.48,C00335,R335,SP0335
S000336,P17411,2022-08-08,375,713.89,C00336,R336,SP0336
S000337,P26694,2023-06-24,227,657.22,C00337,R337,SP0337
S000338,P05662,2023-01-14,367,504.5,C00338,R338,SP0338
S000339,P17325,2022-05-22,387,731.45,C00339,R339,SP0339
S000340,P14177,2023-11-09,160,890.96,C00340,R340,SP0340
S000341,P27819,2022-12-02,287,787.39,C00341,R341,SP0341
S000342,P08111,2022-05-07,396,881.32,C00342,R342,SP0342
S000343,P33638,2024-01-13,46,639.79,C00343,R343,SP0343
S000344,P33654,2022-10-31,204,647.52,C00344,R344,SP0344
S000345,P27882,2022-05-01,9,915.23,C00345,R345,SP0345
S000346,P12901,2022-08-08,272,650.77,C00346,R346,SP0346
S000347,P30225,2022-12-02,29,536.66,C00347,R347,SP0347
S000348,P27439,2022-03-31,454,883.27,C00348,R348,SP0348
S000349,P12980,2024-01-05,239,805.8,C00349,R349,SP0349
S000350,P19571,2022-02-13,229,988.52,C00350,R350,SP0350
S000351,P23987,2022-03-09,65,556.52,C00351,R351,SP0351
S000352,P20257,2023-09-06,73,537.26,C00352,R352,SP0352
S000353,P25379,2022-04-11,420,610.84,C00353,R353,SP0353
S000354,P09428,2023-12-14,258,609.57,C00354,R354,SP0354
S000355,P00841,2023-02-28,75,566.75,C00355,R355,SP0355
S000356,P20683,2022-12-20,113,795.41,C00356,R356,SP0356
S000357,P31387,2022-07-06,130,518.76,C00357,R357,SP0357
S000358,P05158,2023-09-29,196,927.44,C00358,R358,SP0358
S000359,P10486,2022-12-22,12,588.77,C00359,R359,SP0359
S000360,P22751,2023-05-22,414,743.36,C00360,R360,SP0360
S000361,P19632,2023-04-03,422,538.13,C00361,R361,SP0361
S000362,P07980,2022-07-17,337,924.92,C00362,R362,SP0362
S000363,P17741,2023-01-14,287,990.53,C00363,R363,SP0363
S000364,P24268,2022-06-20,483,849.17,C00364,R364,SP0364
S000365,P31814,2023-12-08,81,551.04,C00365,R365,SP0365
S000366,P16594,2022-10-09,351,795.15,C00366,R366,SP0366
S000367,P17026,2023-02-26,45,820.81,C00367,R367,SP0367
S000368,P12072,2023-09-14,215,742.93,C00368,R368,SP0368
S000369,P14820,2022-05-31,181,880.67,C00369,R369,SP0369
S000370,P31296,2022-11-03,60,566.67,C00370,R370,SP0370
S000371,P32716,2023-12-30,315,622.96,C00371,R371,SP0371
S000372,P22473,2022-06-08,270,591.22,C00372,R372,SP0372
S000373,P08248,2022-05-31,40,559.75,C00373,R373,SP0373
S000374,P07016,2023-11-04,247,656.49,C00374,R374,SP0374
S000375,P20711,2023-12-17,270,894.69,C00375,R375,SP0375
S000376,P19172,2023-09-14,427,794.76,C00376,R376,SP0376
S000377,P29043,2022-10-23,465,789.24,C00377,R377,SP0377
S000378,P12712,2022-12-31,496,850.52,C00378,R378,SP0378
S000379,P02683,2022-08-16,481,654.8,C00379,R379,SP0379
S000380,P33941,2023-09-03,200,545.25,C00380,R380,SP0380
S000381,P24370,2023-03-05,446,952.45,C00381,R381,SP0381
S000382,P03782,2023-12-02,53,825.98,C00382,R382,SP0382
S000383,P32281,2023-01-20,52,818.71,C00383,R383,SP0383
S000384,P18497,2022-12-31,67,677.19,C00384,R384,SP0384
S000385,P04672,2023-12-18,260,906.64,C00385,R385,SP0385
S000386,P15809,2022-08-25,256,550.89,C00386,R386,SP0386
S000387,P03932,2023-08-19,111,629.16,C00387,R387,SP0387
S000388,P19051,2023-02-24,406,823.46,C00388,R388,SP0388
S000389,P14990,2022-06-05,147,874.66,C00389,R389,SP0389
S000390,P16796,2023-09-23,67,694.29,C00390,R390,SP0390
S000391,P33977,2022-03-21,364,961.92,C00391,R391,SP0391
S000392,P11666,2023-07-30,217,828.14,C00392,R392,SP0392
S000393,P03570,2022-04-23,112,989.86,C00393,R393,SP0393
S000394,P29538,2023-06-09,403,726.91,C00394,R394,SP0394
S000395,P10623,2022-11-20,289,667.08,C00395,R395,SP0395
S000396,P33155,2022-04-25,39,821.75,C00396,R396,SP0396
S000397,P20546,2022-05-01,301,923.26,C00397,R397,SP0397
S000398,P06102,2023-02-16,227,636.54,C00398,R398,SP0398
S000399,P31380,2022-01-25,238,660.16,C00399,R399,SP0399
S000400,P05833,2023-05-02,20,870.47,C00400,R400,SP0400
S000401,P29385,2022-08-20,205,843.25,C00401,R401,SP0401
S000402,P24918,2022-03-06,175,527.05,C00402,R402,SP0402
S000403,P25972,2023-02-10,128,802.05,C00403,R403,SP0403
S000404,P22370,2023-08-06,397,779.39,C00404,R404,SP0404
S000405,P16851,2022-05-09,292,804.54,C00405,R405,SP0405
S000406,P02988,2022-03-12,127,683.63,C00406,R406,SP0406
S000407,P21231,2024-01-23,423,542.25,C00407,R407,SP0407
S000408,P20181,2022-05-18,238,977.83,C00408,R408,SP0408
S000409,P17455,2022-02-17,170,730.95,C00409,R409,SP0409
S000410,P21408,2022-11-28,276,698.48,C00410,R410,SP0410
S000411,P01560,2022-12-21,165,965.49,C00411,R411,SP0411
S000412,P03250,2023-12-28,423,808.74,C00412,R412,SP0412
S000413,P01610,2023-09-14,192,569.99,C00413,R413,SP0413
S000414,P20490,2023-05-28,285,965.73,C00414,R414,SP0414
S000415,P07804,2022-11-23,259,646.91,C00415,R415,SP0415
S000416,P00863,2023-06-23,435,665.32,C00416,R416,SP0416
S000417,P19144,2023-04-15,437,504.1,C00417,R417,SP0417
S000418,P14844,2022-11-11,184,926.09,C00418,R418,SP0418
S000419,P03421,2022-11-18,129,775.67,C00419,R419,SP0419
S000420,P00853,2023-06-02,28,868.74,C00420,R420,SP0420
S000421,P22675,2023-05-09,318,959.36,C00421,R421,SP0421
