record_id,product_id,production_date,quantity_produced,quantity_defective,production_line_id,shift_id,supervisor_id
R025240,P14471,2023-01-06,578,46,L25240,SH25240,SUP25240
R025241,P23482,2023-04-12,439,37,L25241,SH25241,SUP25241
R025242,P31928,2023-04-02,922,18,L25242,SH25242,SUP25242
R025243,P27562,2023-02-28,479,9,L25243,SH25243,SUP25243
R025244,P27260,2023-02-10,165,15,L25244,SH25244,SUP25244
R025245,P09595,2023-05-15,31,31,L25245,SH25245,SUP25245
R025246,P24282,2023-07-30,214,40,L25246,SH25246,SUP25246
R025247,P18503,2022-10-24,420,29,L25247,SH25247,SUP25247
R025248,P09993,2023-01-09,417,0,L25248,SH25248,SUP25248
R025249,P10801,2024-01-07,335,42,L25249,SH25249,SUP25249
R025250,P27194,2023-04-23,631,15,L25250,SH25250,SUP25250
R025251,P33003,2023-06-27,759,45,L25251,SH25251,SUP25251
R025252,P20766,2022-11-02,639,23,L25252,SH25252,SUP25252
R025253,P12485,2023-08-21,880,28,L25253,SH25253,SUP25253
R025254,P01680,2022-09-03,216,18,L25254,SH25254,SUP25254
R025255,P04708,2022-05-21,761,43,L25255,SH25255,SUP25255
R025256,P23948,2023-04-26,535,45,L25256,SH25256,SUP25256
R025257,P23428,2022-04-12,889,38,L25257,SH25257,SUP25257
R025258,P25925,2023-11-13,721,14,L25258,SH25258,SUP25258
R025259,P31146,2023-07-23,744,38,L25259,SH25259,SUP25259
R025260,P13102,2022-02-13,546,30,L25260,SH25260,SUP25260
R025261,P15069,2022-12-23,784,46,L25261,SH25261,SUP25261
R025262,P31531,2022-12-06,782,8,L25262,SH25262,SUP25262
R025263,P29311,2022-10-03,201,24,L25263,SH25263,SUP25263
R025264,P30770,2022-10-31,541,28,L25264,SH25264,SUP25264
R025265,P07528,2023-10-14,928,9,L25265,SH25265,SUP25265
R025266,P17502,2022-11-30,364,45,L25266,SH25266,SUP25266
R025267,P28188,2023-01-18,605,37,L25267,SH25267,SUP25267
R025268,P05889,2022-08-02,295,18,L25268,SH25268,SUP25268
R025269,P14922,2023-04-08,539,8,L25269,SH25269,SUP25269
R025270,P20020,2022-08-05,468,20,L25270,SH25270,SUP25270
R025271,P06239,2022-02-04,619,30,L25271,SH25271,SUP25271
R025272,P09520,2023-01-06,807,34,L25272,SH25272,SUP25272
R025273,P13228,2022-10-13,450,28,L25273,SH25273,SUP25273
R025274,P29304,2023-04-13,872,0,L25274,SH25274,SUP25274
R025275,P02535,2023-12-06,794,11,L25275,SH25275,SUP25275
R025276,P11320,2022-08-03,541,13,L25276,SH25276,SUP25276
R025277,P31100,2023-01-23,476,11,L25277,SH25277,SUP25277
R025278,P18241,2023-03-19,418,9,L25278,SH25278,SUP25278
R025279,P19066,2022-04-30,95,39,L25279,SH25279,SUP25279
R025280,P00429,2022-07-29,698,19,L25280,SH25280,SUP25280
R025281,P08455,2023-08-23,929,43,L25281,SH25281,SUP25281
R025282,P17305,2023-05-03,277,45,L25282,SH25282,SUP25282
R025283,P26569,2022-12-20,536,18,L25283,SH25283,SUP25283
R025284,P12167,2022-03-07,41,40,L25284,SH25284,SUP25284
R025285,P23546,2022-04-10,766,35,L25285,SH25285,SUP25285
R025286,P29560,2023-12-09,120,17,L25286,SH25286,SUP25286
R025287,P03591,2022-09-28,41,27,L25287,SH25287,SUP25287
R025288,P32295,2022-11-26,333,7,L25288,SH25288,SUP25288
R025289,P25510,2023-04-20,971,24,L25289,SH25289,SUP25289
R025290,P34231,2024-01-25,771,16,L25290,SH25290,SUP25290
R025291,P06885,2024-01-03,113,37,L25291,SH25291,SUP25291
R025292,P10820,2023-12-05,480,37,L25292,SH25292,SUP25292
R025293,P15969,2023-06-22,337,31,L25293,SH25293,SUP25293
R025294,P19644,2022-09-20,238,23,L25294,SH25294,SUP25294
R025295,P19602,2023-06-14,699,46,L25295,SH25295,SUP25295
R025296,P33557,2023-08-27,462,8,L25296,SH25296,SUP25296
R025297,P09100,2023-07-21,54,37,L25297,SH25297,SUP25297
R025298,P34493,2022-04-15,888,38,L25298,SH25298,SUP25298
R025299,P32569,2023-06-06,387,18,L25299,SH25299,SUP25299
R025300,P09348,2022-11-13,124,27,L25300,SH25300,SUP25300
R025301,P24879,2023-09-27,595,33,L25301,SH25301,SUP25301
R025302,P11978,2023-10-02,928,50,L25302,SH25302,SUP25302
R025303,P14008,2023-10-07,753,44,L25303,SH25303,SUP25303
R025304,P27472,2023-10-12,230,39,L25304,SH25304,SUP25304
R025305,P07065,2023-06-01,367,23,L25305,SH25305,SUP25305
R025306,P28867,2023-01-02,350,24,L25306,SH25306,SUP25306
R025307,P11508,2022-03-14,709,7,L25307,SH25307,SUP25307
R025308,P26892,2024-01-08,358,47,L25308,SH25308,SUP25308
R025309,P30254,2022-08-10,485,10,L25309,SH25309,SUP25309
R025310,P16494,2022-12-18,427,40,L25310,SH25310,SUP25310
R025311,P15983,2022-02-11,871,33,L25311,SH25311,SUP25311
R025312,P03431,2023-03-10,980,36,L25312,SH25312,SUP25312
R025313,P25503,2023-12-20,795,25,L25313,SH25313,SUP25313
R025314,P02055,2022-04-05,540,41,L25314,SH25314,SUP25314
R025315,P32535,2023-11-21,71,22,L25315,SH25315,SUP25315
R025316,P05818,2024-01-11,437,10,L25316,SH25316,SUP25316
R025317,P33776,2022-01-28,740,45,L25317,SH25317,SUP25317
R025318,P33795,2023-06-25,530,32,L25318,SH25318,SUP25318
R025319,P05153,2023-08-24,400,48,L25319,SH25319,SUP25319
R025320,P08012,2022-12-09,791,32,L25320,SH25320,SUP25320
R025321,P27418,2022-03-19,899,33,L25321,SH25321,SUP25321
R025322,P31782,2022-12-31,854,16,L25322,SH25322,SUP25322
R025323,P28868,2023-05-13,334,10,L25323,SH25323,SUP25323
R025324,P22632,2024-01-22,953,48,L25324,SH25324,SUP25324
R025325,P30619,2022-05-03,280,12,L25325,SH25325,SUP25325
R025326,P00545,2022-05-15,548,48,L25326,SH25326,SUP25326
R025327,P13504,2023-08-02,995,45,L25327,SH25327,SUP25327
R025328,P01703,2023-11-24,702,12,L25328,SH25328,SUP25328
R025329,P28312,2022-03-26,830,1,L25329,SH25329,SUP25329
R025330,P10415,2023-11-09,163,11,L25330,SH25330,SUP25330
R025331,P24858,2023-02-24,445,40,L25331,SH25331,SUP25331
R025332,P22698,2023-12-30,672,36,L25332,SH25332,SUP25332
R025333,P17451,2023-06-17,901,8,L25333,SH25333,SUP25333
R025334,P19983,2023-06-28,407,10,L25334,SH25334,SUP25334
R025335,P26057,2023-08-22,259,19,L25335,SH25335,SUP25335
R025336,P12113,2023-08-04,338,10,L25336,SH25336,SUP25336
R025337,P23795,2023-10-02,937,47,L25337,SH25337,SUP25337
R025338,P28780,2022-09-29,620,41,L25338,SH25338,SUP25338
R025339,P17008,2023-11-20,139,24,L25339,SH25339,SUP25339
R025340,P06164,2022-10-14,715,50,L25340,SH25340,SUP25340
R025341,P21147,2023-11-20,181,46,L25341,SH25341,SUP25341
R025342,P15320,2023-06-16,271,33,L25342,SH25342,SUP25342
R025343,P00328,2023-05-07,620,36,L25343,SH25343,SUP25343
R025344,P10788,2023-09-02,526,4,L25344,SH25344,SUP25344
R025345,P23082,2022-07-17,886,44,L25345,SH25345,SUP25345
R025346,P02730,2023-03-30,677,6,L25346,SH25346,SUP25346
R025347,P23544,2022-11-27,375,19,L25347,SH25347,SUP25347
R025348,P20537,2023-03-11,920,12,L25348,SH25348,SUP25348
R025349,P19264,2023-01-17,820,46,L25349,SH25349,SUP25349
R025350,P27906,2023-12-24,44,16,L25350,SH25350,SUP25350
R025351,P33163,2022-08-01,626,16,L25351,SH25351,SUP25351
R025352,P04749,2022-05-15,570,50,L25352,SH25352,SUP25352
R025353,P02872,2023-12-29,725,6,L25353,SH25353,SUP25353
R025354,P14134,2023-11-29,84,48,L25354,SH25354,SUP25354
R025355,P13896,2022-04-24,740,38,L25355,SH25355,SUP25355
R025356,P34781,2022-06-25,644,38,L25356,SH25356,SUP25356
R025357,P15920,2022-08-01,25,26,L25357,SH25357,SUP25357
R025358,P21204,2022-08-20,791,50,L25358,SH25358,SUP25358
R025359,P06388,2022-07-25,627,17,L25359,SH25359,SUP25359
R025360,P11875,2023-02-18,426,7,L25360,SH25360,SUP25360
R025361,P01320,2022-11-15,863,0,L25361,SH25361,SUP25361
R025362,P02516,2023-03-02,453,8,L25362,SH25362,SUP25362
R025363,P07446,2023-06-23,166,37,L25363,SH25363,SUP25363
R025364,P10800,2022-01-31,510,16,L25364,SH25364,SUP25364
R025365,P20583,2023-11-29,466,20,L25365,SH25365,SUP25365
R025366,P24036,2022-09-08,863,44,L25366,SH25366,SUP25366
R025367,P03595,2022-06-19,8,1,L25367,SH25367,SUP25367
R025368,P10521,2023-12-06,868,8,L25368,SH25368,SUP25368
R025369,P10820,2022-11-09,568,25,L25369,SH25369,SUP25369
R025370,P30403,2023-02-22,401,49,L25370,SH25370,SUP25370
R025371,P23238,2022-11-07,355,12,L25371,SH25371,SUP25371
R025372,P21942,2023-11-22,164,45,L25372,SH25372,SUP25372
R025373,P17575,2023-12-22,976,9,L25373,SH25373,SUP25373
R025374,P27184,2022-12-14,727,48,L25374,SH25374,SUP25374
R025375,P14327,2023-03-14,940,0,L25375,SH25375,SUP25375
R025376,P04596,2023-01-26,409,27,L25376,SH25376,SUP25376
R025377,P18101,2022-08-24,225,1,L25377,SH25377,SUP25377
R025378,P11354,2022-06-04,798,36,L25378,SH25378,SUP25378
R025379,P30303,2022-08-29,642,48,L25379,SH25379,SUP25379
R025380,P07507,2023-08-26,716,16,L25380,SH25380,SUP25380
R025381,P11431,2022-07-13,793,15,L25381,SH25381,SUP25381
R025382,P25162,2022-03-09,908,14,L25382,SH25382,SUP25382
R025383,P28344,2023-06-29,670,22,L25383,SH25383,SUP25383
R025384,P29312,2022-08-30,301,4,L25384,SH25384,SUP25384
R025385,P21027,2023-10-25,95,0,L25385,SH25385,SUP25385
R025386,P06906,2023-02-08,240,11,L25386,SH25386,SUP25386
R025387,P05897,2022-03-06,637,36,L25387,SH25387,SUP25387
R025388,P26154,2022-11-01,767,18,L25388,SH25388,SUP25388
R025389,P21557,2023-03-10,418,3,L25389,SH25389,SUP25389
R025390,P11659,2023-01-25,59,49,L25390,SH25390,SUP25390
R025391,P03109,2022-03-28,588,26,L25391,SH25391,SUP25391
R025392,P07727,2022-06-15,115,22,L25392,SH25392,SUP25392
R025393,P20423,2023-11-07,836,36,L25393,SH25393,SUP25393
R025394,P16172,2023-05-08,305,3,L25394,SH25394,SUP25394
R025395,P03753,2022-11-16,194,36,L25395,SH25395,SUP25395
R025396,P33857,2023-12-23,816,36,L25396,SH25396,SUP25396
R025397,P17378,2022-04-06,154,15,L25397,SH25397,SUP25397
R025398,P13382,2022-09-22,982,31,L25398,SH25398,SUP25398
R025399,P34511,2022-05-19,837,41,L25399,SH25399,SUP25399
R025400,P15594,2023-10-05,43,43,L25400,SH25400,SUP25400
R025401,P28126,2023-03-05,407,14,L25401,SH25401,SUP25401
R025402,P23895,2023-04-28,443,25,L25402,SH25402,SUP25402
R025403,P03742,2022-09-22,96,48,L25403,SH25403,SUP25403
R025404,P29071,2023-05-30,175,5,L25404,SH25404,SUP25404
R025405,P06582,2023-06-07,209,50,L25405,SH25405,SUP25405
R025406,P15914,2022-07-06,927,32,L25406,SH25406,SUP25406
R025407,P22998,2023-01-27,477,33,L25407,SH25407,SUP25407
R025408,P25009,2023-08-18,83,40,L25408,SH25408,SUP25408
R025409,P25299,2022-01-26,34,27,L25409,SH25409,SUP25409
